typeName;typeName;quantity;damagePerJob
Serpentis Control Tower Small;Nocxium;6250;1
Serpentis Control Tower Small;Pyerite;125000;1
Serpentis Control Tower Small;Tritanium;750000;1
Serpentis Control Tower Small;Zydrine;5000;1
Serpentis Large Blaster Battery;Isogen;1;1
Serpentis Large Blaster Battery;Isogen;100;1
Serpentis Large Blaster Battery;Large Blaster Battery;1;1
Serpentis Large Blaster Battery;Megacyte;5;1
Serpentis Large Blaster Battery;Megacyte;10;1
Serpentis Large Railgun Battery;Isogen;1;1
Serpentis Large Railgun Battery;Isogen;100;1
Serpentis Large Railgun Battery;Large Railgun Battery;1;1
Serpentis Large Railgun Battery;Megacyte;5;1
Serpentis Large Railgun Battery;Megacyte;10;1
Serpentis Medium Blaster Battery;Isogen;1;1
Serpentis Medium Blaster Battery;Isogen;100;1
Serpentis Medium Blaster Battery;Medium Blaster Battery;1;1
Serpentis Medium Blaster Battery;Megacyte;5;1
Serpentis Medium Blaster Battery;Megacyte;10;1
Serpentis Medium Railgun Battery;Isogen;1;1
Serpentis Medium Railgun Battery;Isogen;100;1
Serpentis Medium Railgun Battery;Medium Railgun Battery;1;1
Serpentis Medium Railgun Battery;Megacyte;5;1
Serpentis Medium Railgun Battery;Megacyte;10;1
Serpentis Sensor Dampening Battery;Isogen;1;1
Serpentis Sensor Dampening Battery;Isogen;100;1
Serpentis Sensor Dampening Battery;Sensor Dampening Battery;1;1
Serpentis Small Blaster Battery;Isogen;1;1
Serpentis Small Blaster Battery;Isogen;100;1
Serpentis Small Blaster Battery;Megacyte;5;1
Serpentis Small Blaster Battery;Megacyte;10;1
Serpentis Small Blaster Battery;Small Blaster Battery;1;1
Serpentis Small Railgun Battery;Isogen;1;1
Serpentis Small Railgun Battery;Isogen;100;1
Serpentis Small Railgun Battery;Megacyte;5;1
Serpentis Small Railgun Battery;Megacyte;10;1
Serpentis Small Railgun Battery;Small Railgun Battery;1;1
Serpentis Warp Disruption Battery;Isogen;1;1
Serpentis Warp Disruption Battery;Warp Disruption Battery;1;1
Serpentis Warp Scrambling Battery;Isogen;1;1
Serpentis Warp Scrambling Battery;Warp Scrambling Battery;1;1
'Shade' White Noise ECM;Megacyte;1;1
'Shade' White Noise ECM;Pyerite;827;1
'Shade' White Noise ECM;Tritanium;2596;1
Shadow;Isogen;31280;1
Shadow;Megacyte;1293;1
Shadow;Mexallon;90563;1
Shadow;Nocxium;5338;1
Shadow;Pyerite;311280;1
Shadow;Tritanium;813528;1
Shadow;Zydrine;528;1
Shadow Control Tower;Gallente Control Tower;1;1
Shadow Control Tower;Isogen;52500;1
Shadow Control Tower;Megacyte;7875;1
Shadow Control Tower;Mexallon;157500;1
Shadow Control Tower;Nocxium;26250;1
Shadow Control Tower;Pyerite;525000;1
Shadow Control Tower;Tritanium;3150000;1
Shadow Control Tower;Zydrine;21000;1
Shadow Control Tower Medium;Gallente Control Tower Medium;1;1
Shadow Control Tower Medium;Isogen;26250;1
Shadow Control Tower Medium;Megacyte;3937;1
Shadow Control Tower Medium;Mexallon;78750;1
Shadow Control Tower Medium;Nocxium;13125;1
Shadow Control Tower Medium;Pyerite;262500;1
Shadow Control Tower Medium;Tritanium;1575000;1
Shadow Control Tower Medium;Zydrine;10500;1
Shadow Control Tower Small;Gallente Control Tower Small;1;1
Shadow Control Tower Small;Isogen;13125;1
Shadow Control Tower Small;Megacyte;1968;1
Shadow Control Tower Small;Mexallon;39375;1
Shadow Control Tower Small;Nocxium;6562;1
Shadow Control Tower Small;Pyerite;131250;1
Shadow Control Tower Small;Tritanium;787500;1
Shadow Control Tower Small;Zydrine;5250;1
Shadow Large Blaster Battery;Isogen;1;1
Shadow Large Blaster Battery;Isogen;100;1
Shadow Large Blaster Battery;Large Blaster Battery;1;1
Shadow Large Blaster Battery;Megacyte;5;1
Shadow Large Blaster Battery;Megacyte;10;1
Shadow Large Railgun Battery;Isogen;1;1
Shadow Large Railgun Battery;Isogen;100;1
Shadow Large Railgun Battery;Large Railgun Battery;1;1
Shadow Large Railgun Battery;Megacyte;5;1
Shadow Large Railgun Battery;Megacyte;10;1
Shadow Medium Blaster Battery;Isogen;1;1
Shadow Medium Blaster Battery;Isogen;100;1
Shadow Medium Blaster Battery;Medium Blaster Battery;1;1
Shadow Medium Blaster Battery;Megacyte;5;1
Shadow Medium Blaster Battery;Megacyte;10;1
Shadow Medium Railgun Battery;Isogen;1;1
Shadow Medium Railgun Battery;Isogen;100;1
Shadow Medium Railgun Battery;Medium Railgun Battery;1;1
Shadow Medium Railgun Battery;Megacyte;5;1
Shadow Medium Railgun Battery;Megacyte;10;1
Shadow Sensor Dampening Battery;Isogen;1;1
Shadow Sensor Dampening Battery;Isogen;100;1
Shadow Sensor Dampening Battery;Sensor Dampening Battery;1;1
Shadow Small Blaster Battery;Isogen;1;1
Shadow Small Blaster Battery;Isogen;100;1
Shadow Small Blaster Battery;Megacyte;5;1
Shadow Small Blaster Battery;Megacyte;10;1
Shadow Small Blaster Battery;Small Blaster Battery;1;1
Shadow Small Railgun Battery;Isogen;1;1
Shadow Small Railgun Battery;Isogen;100;1
Shadow Small Railgun Battery;Megacyte;5;1
Shadow Small Railgun Battery;Megacyte;10;1
Shadow Small Railgun Battery;Small Railgun Battery;1;1
Shadow Warp Disruption Battery;Isogen;1;1
Shadow Warp Disruption Battery;Warp Disruption Battery;1;1
Shadow Warp Scrambling Battery;Isogen;1;1
Shadow Warp Scrambling Battery;Warp Scrambling Battery;1;1
'Shady' ECCM - Gravimetric I;Pyerite;3072;1
'Shady' ECCM - Gravimetric I;Tritanium;212;1
'Shady' ECCM - Gravimetric I;Yan Jung Glass Scale;2;1
'Shady' ECCM - Gravimetric I;Yan Jung Thunder Kite;2;1
'Shady' ECCM - Gravimetric I;Yan Jung Trigonometric Laws;2;1
Shield Boost Amplifier I;Megacyte;15;1
Shield Boost Amplifier I;Mexallon;517;1
Shield Boost Amplifier I;Nocxium;78;1
Shield Boost Amplifier I;Pyerite;21330;1
Shield Boost Amplifier II;Megacyte;15;1
Shield Boost Amplifier II;Mexallon;517;1
Shield Boost Amplifier II;Morphite;3;1
Shield Boost Amplifier II;Nocxium;78;1
Shield Boost Amplifier II;Pyerite;21330;1
Shield Boost Amplifier II;R.A.M.- Shield Tech;1;0.2
Shield Boost Amplifier II;Shield Boost Amplifier I;1;1
Shield Boost Amplifier II;Superconductors;2;1
Shield Boost Amplifier II;Sustained Shield Emitter;4;1
Shield Flux Coil I;Isogen;8;1
Shield Flux Coil I;Mexallon;16;1
Shield Flux Coil I;Pyerite;276;1
Shield Flux Coil I;Tritanium;208;1
Shield Flux Coil II;Isogen;10;1
Shield Flux Coil II;Mexallon;20;1
Shield Flux Coil II;Morphite;1;1
Shield Flux Coil II;Nanoelectrical Microprocessor;1;1
Shield Flux Coil II;Pyerite;356;1
Shield Flux Coil II;R.A.M.- Energy Tech;1;0.1
Shield Flux Coil II;Shield Flux Coil I;1;1
Shield Flux Coil II;Superconductors;3;1
Shield Flux Coil II;Tesseract Capacitor Unit;3;1
Shield Flux Coil II;Tritanium;260;1
Shield Power Relay I;Nocxium;3;1
Shield Power Relay I;Pyerite;775;1
Shield Power Relay I;Tritanium;1004;1
Shield Power Relay II;Morphite;1;1
Shield Power Relay II;Nanoelectrical Microprocessor;1;1
Shield Power Relay II;Nocxium;5;1
Shield Power Relay II;Pyerite;890;1
Shield Power Relay II;R.A.M.- Energy Tech;1;0.1
Shield Power Relay II;Shield Power Relay I;1;1
Shield Power Relay II;Superconductors;5;1
Shield Power Relay II;Tesseract Capacitor Unit;1;1
Shield Power Relay II;Tritanium;1205;1
Shield Recharger I;Isogen;4;1
Shield Recharger I;Mexallon;46;1
Shield Recharger I;Nocxium;3;1
Shield Recharger I;Pyerite;549;1
Shield Recharger I;Tritanium;412;1
Shield Recharger II;Hydrogen Batteries;1;1
Shield Recharger II;Isogen;5;1
Shield Recharger II;Mexallon;52;1
Shield Recharger II;Morphite;1;1
Shield Recharger II;Nocxium;4;1
Shield Recharger II;Pyerite;636;1
Shield Recharger II;R.A.M.- Shield Tech;1;0.1
Shield Recharger II;Shield Recharger I;1;1
Shield Recharger II;Superconductors;2;1
Shield Recharger II;Tritanium;525;1
Shield Transporter Rig I;Burned Logic Circuit;100;1
Shield Transporter Rig I;Tripped Power Circuit;100;1
Shield Transporter Rig I;Ward Console;40;1
Shield Transporter Rig II;Burned Logic Circuit;100;1
Shield Transporter Rig II;Tripped Power Circuit;100;1
Shield Transporter Rig II;Ward Console;40;1
Shielded Gravimetric Backup Cluster I;Mexallon;224;1
Shielded Gravimetric Backup Cluster I;Pyerite;129;1
Shielded Gravimetric Backup Cluster I;Tritanium;2147;1
Shielded Ladar Backup Cluster I;Mexallon;224;1
Shielded Ladar Backup Cluster I;Pyerite;129;1
Shielded Ladar Backup Cluster I;Tritanium;2147;1
Shielded Magnetometric Backup Cluster I;Mexallon;224;1
Shielded Magnetometric Backup Cluster I;Pyerite;129;1
Shielded Magnetometric Backup Cluster I;Tritanium;2147;1
Shielded Radar Backup Cluster I;Mexallon;224;1
Shielded Radar Backup Cluster I;Pyerite;129;1
Shielded Radar Backup Cluster I;Tritanium;2147;1
Ship Maintenance Array;Broadcast Node;1;1
Ship Maintenance Array;Capital Construction Parts;1;1
Ship Maintenance Array;Organic Mortar Applicators;4;1
Ship Maintenance Array;Self-Harmonizing Power Core;1;1
Ship Maintenance Array;Sterile Conduits;2;1
Ship Maintenance Array;Wetware Mainframe;1;1
Ship Scanner I;Mexallon;31;1
Ship Scanner I;Tritanium;496;1
Ship Scanner II;Isogen;5;1
Ship Scanner II;Mexallon;18;1
Ship Scanner II;Miniature Electronics;3;1
Ship Scanner II;Morphite;1;1
Ship Scanner II;Nanoelectrical Microprocessor;3;1
Ship Scanner II;Pyerite;232;1
Ship Scanner II;R.A.M.- Electronics;1;0.05
Ship Scanner II;Ship Scanner I;1;1
Ship Scanner II;Transmitter;2;1
Ship Scanner II;Tritanium;944;1
Shock L;Mexallon;1;1
Shock L;Morphite;1;1
Shock L;Pyerite;68;1
Shock L;Tritanium;62;1
Shock 'Limos' Citadel Torpedo Bay I;Citadel Torpedo Launcher I;1;1
Shock 'Limos' Citadel Torpedo Bay I;Isogen;44421;1
Shock 'Limos' Citadel Torpedo Bay I;Megacyte;996;1
Shock 'Limos' Citadel Torpedo Bay I;Mexallon;297741;1
Shock 'Limos' Citadel Torpedo Bay I;Nano-Factory;20;1
Shock 'Limos' Citadel Torpedo Bay I;Nocxium;12540;1
Shock 'Limos' Citadel Torpedo Bay I;Pyerite;749991;1
Shock 'Limos' Citadel Torpedo Bay I;Recursive Computing Module;10;1
Shock 'Limos' Citadel Torpedo Bay I;Tritanium;2887026;1
Shock 'Limos' Citadel Torpedo Bay I;Wetware Mainframe;5;1
Shock 'Limos' Citadel Torpedo Bay I;Zydrine;2190;1
Shock M;Mexallon;1;1
Shock M;Morphite;1;1
Shock M;Pyerite;68;1
Shock M;Tritanium;62;1
Shock S;Mexallon;1;1
Shock S;Morphite;1;1
Shock S;Pyerite;68;1
Shock S;Tritanium;62;1
Shrapnel Bomb;Isogen;10;1
Shrapnel Bomb;Isogen;11385;1
Shrapnel Bomb;Megacyte;10;1
Shrapnel Bomb;Megacyte;349;1
Shrapnel Bomb;Mexallon;10;1
Shrapnel Bomb;Mexallon;59933;1
Shrapnel Bomb;Nocxium;10;1
Shrapnel Bomb;Nocxium;2268;1
Shrapnel Bomb;Pyerite;100;1
Shrapnel Bomb;Pyerite;625207;1
Shrapnel Bomb;Tritanium;10000;1
Shrapnel Bomb;Tritanium;1370340;1
Shrapnel Bomb;Zydrine;10;1
Shrapnel Bomb;Zydrine;1535;1
Siege Missile Launcher I;Megacyte;10;1
Siege Missile Launcher I;Nocxium;8;1
Siege Missile Launcher I;Pyerite;1208;1
Siege Missile Launcher I;Tritanium;110;1
Siege Missile Launcher I;Zydrine;2;1
Siege Missile Launcher II;Megacyte;13;1
Siege Missile Launcher II;Morphite;16;1
Siege Missile Launcher II;Nocxium;11;1
Siege Missile Launcher II;Pyerite;1614;1
Siege Missile Launcher II;Quantum Microprocessor;16;1
Siege Missile Launcher II;R.A.M.- Weapon Tech;1;0.55
Siege Missile Launcher II;Robotics;16;1
Siege Missile Launcher II;Siege Missile Launcher I;1;1
Siege Missile Launcher II;Tritanium;160;1
Siege Missile Launcher II;Zydrine;3;1
Siege Module I;Isogen;46830;1
Siege Module I;Megacyte;1020;1
Siege Module I;Mexallon;283461;1
Siege Module I;Nocxium;14241;1
Siege Module I;Pyerite;745305;1
Siege Module I;Tritanium;3085086;1
Siege Module I;Zydrine;2040;1
Siege Module II;Isogen;51513;1
Siege Module II;Megacyte;1122;1
Siege Module II;Mexallon;311807;1
Siege Module II;Miniature Electronics;35;1
Siege Module II;Morphite;24;1
Siege Module II;Nocxium;15665;1
Siege Module II;Pyerite;819836;1
Siege Module II;Quantum Microprocessor;35;1
Siege Module II;R.A.M.- Electronics;1;0.85
Siege Module II;Siege Module I;1;1
Siege Module II;Tritanium;3393595;1
Siege Module II;Zydrine;2244;1
Siege Module TEST;Isogen;17307;1
Siege Module TEST;Megacyte;387;1
Siege Module TEST;Mexallon;100605;1
Siege Module TEST;Nocxium;5307;1
Siege Module TEST;Pyerite;248332;1
Siege Module TEST;Tritanium;1061220;1
Siege Module TEST;Zydrine;967;1
Siege Warfare Link - Active Shielding I;Hypersynaptic Fibers;10;1
Siege Warfare Link - Active Shielding I;Isogen;100;1
Siege Warfare Link - Active Shielding I;Megacyte;10;1
Siege Warfare Link - Active Shielding I;Nanotransistors;20;1
Siege Warfare Link - Active Shielding I;Nocxium;50;1
Siege Warfare Link - Active Shielding I;Tritanium;854;1
Siege Warfare Link - Active Shielding II;Hypersynaptic Fibers;11;1
Siege Warfare Link - Active Shielding II;Isogen;110;1
Siege Warfare Link - Active Shielding II;Megacyte;11;1
Siege Warfare Link - Active Shielding II;Morphite;3;1
Siege Warfare Link - Active Shielding II;Nanotransistors;22;1
Siege Warfare Link - Active Shielding II;Nocxium;55;1
Siege Warfare Link - Active Shielding II;Quantum Microprocessor;8;1
Siege Warfare Link - Active Shielding II;R.A.M.- Electronics;1;0.5
Siege Warfare Link - Active Shielding II;Siege Warfare Link - Active Shielding I;1;1
Siege Warfare Link - Active Shielding II;Transmitter;8;1
Siege Warfare Link - Active Shielding II;Tritanium;939;1
Siege Warfare Link - Shield Efficiency I;Hypersynaptic Fibers;10;1
Siege Warfare Link - Shield Efficiency I;Isogen;100;1
Siege Warfare Link - Shield Efficiency I;Megacyte;10;1
Siege Warfare Link - Shield Efficiency I;Nanotransistors;20;1
Siege Warfare Link - Shield Efficiency I;Nocxium;50;1
Siege Warfare Link - Shield Efficiency I;Tritanium;854;1
Siege Warfare Link - Shield Efficiency II;Hypersynaptic Fibers;11;1
Siege Warfare Link - Shield Efficiency II;Isogen;110;1
Siege Warfare Link - Shield Efficiency II;Megacyte;11;1
Siege Warfare Link - Shield Efficiency II;Morphite;3;1
Siege Warfare Link - Shield Efficiency II;Nanotransistors;22;1
Siege Warfare Link - Shield Efficiency II;Nocxium;55;1
Siege Warfare Link - Shield Efficiency II;Quantum Microprocessor;8;1
Siege Warfare Link - Shield Efficiency II;R.A.M.- Electronics;1;0.5
Siege Warfare Link - Shield Efficiency II;Siege Warfare Link - Shield Efficiency I;1;1
Siege Warfare Link - Shield Efficiency II;Transmitter;8;1
Siege Warfare Link - Shield Efficiency II;Tritanium;939;1
Siege Warfare Link - Shield Harmonizing I;Hypersynaptic Fibers;10;1
Siege Warfare Link - Shield Harmonizing I;Isogen;100;1
Siege Warfare Link - Shield Harmonizing I;Megacyte;10;1
Siege Warfare Link - Shield Harmonizing I;Nanotransistors;20;1
Siege Warfare Link - Shield Harmonizing I;Nocxium;50;1
Siege Warfare Link - Shield Harmonizing I;Tritanium;854;1
Siege Warfare Link - Shield Harmonizing II;Hypersynaptic Fibers;11;1
Siege Warfare Link - Shield Harmonizing II;Isogen;110;1
Siege Warfare Link - Shield Harmonizing II;Megacyte;11;1
Siege Warfare Link - Shield Harmonizing II;Morphite;3;1
Siege Warfare Link - Shield Harmonizing II;Nanotransistors;22;1
Siege Warfare Link - Shield Harmonizing II;Nocxium;55;1
Siege Warfare Link - Shield Harmonizing II;Quantum Microprocessor;8;1
Siege Warfare Link - Shield Harmonizing II;R.A.M.- Electronics;1;0.5
Siege Warfare Link - Shield Harmonizing II;Siege Warfare Link - Shield Harmonizing I;1;1
Siege Warfare Link - Shield Harmonizing II;Transmitter;8;1
Siege Warfare Link - Shield Harmonizing II;Tritanium;939;1
Sigil;Isogen;509;1
Sigil;Megacyte;3;1
Sigil;Mexallon;3574;1
Sigil;Nocxium;167;1
Sigil;Pyerite;8600;1
Sigil;Tritanium;32811;1
Sigil;Zydrine;36;1
Signal Amplifier I;Isogen;1;1
Signal Amplifier I;Mexallon;133;1
Signal Amplifier I;Pyerite;71;1
Signal Amplifier I;Tritanium;372;1
Signal Amplifier I;Zydrine;3;1
Signal Amplifier II;Gravimetric Sensor Cluster;5;1
Signal Amplifier II;Isogen;1;1
Signal Amplifier II;Mexallon;156;1
Signal Amplifier II;Miniature Electronics;5;1
Signal Amplifier II;Morphite;1;1
Signal Amplifier II;Pyerite;90;1
Signal Amplifier II;Quantum Microprocessor;3;1
Signal Amplifier II;R.A.M.- Electronics;1;0.1
Signal Amplifier II;Signal Amplifier I;1;1
Signal Amplifier II;Transmitter;2;1
Signal Amplifier II;Tritanium;425;1
Signal Amplifier II;Zydrine;4;1
Signal Distortion Amplifier I;Isogen;2;1
Signal Distortion Amplifier I;Megacyte;1;1
Signal Distortion Amplifier I;Mexallon;286;1
Signal Distortion Amplifier I;Tritanium;608;1
Signal Distortion Amplifier I;Zydrine;3;1
Signal Distortion Amplifier II;Gravimetric Sensor Cluster;2;1
Signal Distortion Amplifier II;Isogen;4;1
Signal Distortion Amplifier II;Ladar Sensor Cluster;2;1
Signal Distortion Amplifier II;Magnetometric Sensor Cluster;2;1
Signal Distortion Amplifier II;Megacyte;3;1
Signal Distortion Amplifier II;Mexallon;299;1
Signal Distortion Amplifier II;Miniature Electronics;13;1
Signal Distortion Amplifier II;Morphite;10;1
Signal Distortion Amplifier II;Nocxium;1;1
Signal Distortion Amplifier II;Photon Microprocessor;3;1
Signal Distortion Amplifier II;R.A.M.- Electronics;1;0.45
Signal Distortion Amplifier II;Radar Sensor Cluster;2;1
Signal Distortion Amplifier II;Signal Distortion Amplifier I;1;1
Signal Distortion Amplifier II;Transmitter;9;1
Signal Distortion Amplifier II;Tritanium;628;1
Signal Distortion Amplifier II;Zydrine;5;1
Silo;Megacyte;50;1
Silo;Nocxium;200;1
Silo;Recursive Computing Module;2;1
Silo;Sterile Conduits;2;1
Silo;Tritanium;50000;1
Simple Reactor Array;Broadcast Node;1;1
Simple Reactor Array;Integrity Response Drones;1;1
Simple Reactor Array;Megacyte;50;1
Simple Reactor Array;Nano-Factory;1;1
Simple Reactor Array;Nocxium;200;1
Simple Reactor Array;Tritanium;50000;1
Sin;Capital Jump Drive;2;1
Sin;Construction Blocks;300;1
Sin;Crystalline Carbonide Armor Plate;12500;1
Sin;Dominix;1;1
Sin;Fusion Reactor Unit;100;1
Sin;Ion Thruster;150;1
Sin;Isogen;3706;1
Sin;Magnetometric Sensor Cluster;600;1
Sin;Megacyte;77;1
Sin;Mexallon;14899;1
Sin;Morphite;600;1
Sin;Nocxium;923;1
Sin;Oscillator Capacitor Unit;1500;1
Sin;Photon Microprocessor;4200;1
Sin;Pulse Shield Emitter;1089;1
Sin;Pyerite;59174;1
Sin;R.A.M.- Starship Tech;20;0.95
Sin;Tritanium;236546;1
Sin;Zydrine;211;1
Sisters Combat Scanner Probe;Isogen;1;1
Sisters Combat Scanner Probe;Megacyte;1;1
Sisters Combat Scanner Probe;Mexallon;13;1
Sisters Combat Scanner Probe;Nocxium;1;1
Sisters Combat Scanner Probe;Pyerite;8;1
Sisters Combat Scanner Probe;Strontium Clathrates;6;1
Sisters Combat Scanner Probe;Tritanium;3;1
Sisters Core Probe Launcher;Pyerite;644;1
Sisters Core Probe Launcher;Tritanium;424;1
Sisters Core Scanner Probe;Isogen;10;1
Sisters Core Scanner Probe;Mexallon;25;1
Sisters Core Scanner Probe;Nocxium;4;1
Sisters Core Scanner Probe;Pyerite;11;1
Sisters Core Scanner Probe;Tritanium;10;1
Sisters Deep Space Scanner Probe;Isogen;1;1
Sisters Deep Space Scanner Probe;Megacyte;1;1
Sisters Deep Space Scanner Probe;Mexallon;8;1
Sisters Deep Space Scanner Probe;Nocxium;2;1
Sisters Deep Space Scanner Probe;Pyerite;8;1
Sisters Deep Space Scanner Probe;Strontium Clathrates;8;1
Sisters Deep Space Scanner Probe;Tritanium;3;1
Sisters Expanded Probe Launcher;Pyerite;644;1
Sisters Expanded Probe Launcher;Tritanium;424;1
Sisters Gravimetric Quest Probe;Isogen;10;1
Sisters Gravimetric Quest Probe;Mexallon;25;1
Sisters Gravimetric Quest Probe;Nocxium;4;1
Sisters Gravimetric Quest Probe;Pyerite;11;1
Sisters Gravimetric Quest Probe;Tritanium;10;1
Sisters Ladar Quest Probe;Isogen;14;1
Sisters Ladar Quest Probe;Mexallon;23;1
Sisters Ladar Quest Probe;Nocxium;4;1
Sisters Ladar Quest Probe;Pyerite;16;1
Sisters Ladar Quest Probe;Tritanium;8;1
Sisters Magnetometric Quest Probe;Isogen;12;1
Sisters Magnetometric Quest Probe;Mexallon;23;1
Sisters Magnetometric Quest Probe;Nocxium;4;1
Sisters Magnetometric Quest Probe;Pyerite;17;1
Sisters Magnetometric Quest Probe;Tritanium;9;1
Sisters Observator Deep Space Probe;Isogen;1;1
Sisters Observator Deep Space Probe;Megacyte;1;1
Sisters Observator Deep Space Probe;Mexallon;8;1
Sisters Observator Deep Space Probe;Nocxium;2;1
Sisters Observator Deep Space Probe;Pyerite;8;1
Sisters Observator Deep Space Probe;Strontium Clathrates;8;1
Sisters Observator Deep Space Probe;Tritanium;3;1
Sisters Radar Quest Probe;Isogen;13;1
Sisters Radar Quest Probe;Mexallon;24;1
Sisters Radar Quest Probe;Nocxium;4;1
Sisters Radar Quest Probe;Pyerite;16;1
Sisters Radar Quest Probe;Tritanium;19;1
Skiff;Construction Blocks;50;1
Skiff;Crystalline Carbonide Armor Plate;500;1
Skiff;Fusion Reactor Unit;8;1
Skiff;Ion Thruster;10;1
Skiff;Isogen;509;1
Skiff;Magnetometric Sensor Cluster;100;1
Skiff;Megacyte;9;1
Skiff;Mexallon;6002;1
Skiff;Morphite;36;1
Skiff;Nocxium;49;1
Skiff;Oscillator Capacitor Unit;100;1
Skiff;Photon Microprocessor;600;1
Skiff;Procurer;1;1
Skiff;Pulse Shield Emitter;100;1
Skiff;Pyerite;14703;1
Skiff;R.A.M.- Starship Tech;6;0.95
Skiff;Tritanium;233476;1
Skiff;Zydrine;29;1
Skirmish Warfare Link - Evasive Maneuvers I;Hypersynaptic Fibers;10;1
Skirmish Warfare Link - Evasive Maneuvers I;Isogen;100;1
Skirmish Warfare Link - Evasive Maneuvers I;Megacyte;10;1
Skirmish Warfare Link - Evasive Maneuvers I;Nanotransistors;20;1
Skirmish Warfare Link - Evasive Maneuvers I;Tritanium;854;1
Skirmish Warfare Link - Evasive Maneuvers II;Hypersynaptic Fibers;11;1
Skirmish Warfare Link - Evasive Maneuvers II;Isogen;110;1
Skirmish Warfare Link - Evasive Maneuvers II;Megacyte;11;1
Skirmish Warfare Link - Evasive Maneuvers II;Morphite;3;1
Skirmish Warfare Link - Evasive Maneuvers II;Nanomechanical Microprocessor;8;1
Skirmish Warfare Link - Evasive Maneuvers II;Nanotransistors;22;1
Skirmish Warfare Link - Evasive Maneuvers II;R.A.M.- Electronics;1;0.5
Skirmish Warfare Link - Evasive Maneuvers II;Skirmish Warfare Link - Evasive Maneuvers I;1;1
Skirmish Warfare Link - Evasive Maneuvers II;Transmitter;8;1
Skirmish Warfare Link - Evasive Maneuvers II;Tritanium;939;1
Skirmish Warfare Link - Interdiction Maneuvers I;Hypersynaptic Fibers;10;1
Skirmish Warfare Link - Interdiction Maneuvers I;Isogen;100;1
Skirmish Warfare Link - Interdiction Maneuvers I;Megacyte;10;1
Skirmish Warfare Link - Interdiction Maneuvers I;Nanotransistors;20;1
Skirmish Warfare Link - Interdiction Maneuvers I;Nocxium;50;1
Skirmish Warfare Link - Interdiction Maneuvers I;Tritanium;854;1
Skirmish Warfare Link - Interdiction Maneuvers II;Hypersynaptic Fibers;11;1
Skirmish Warfare Link - Interdiction Maneuvers II;Isogen;110;1
Skirmish Warfare Link - Interdiction Maneuvers II;Megacyte;11;1
Skirmish Warfare Link - Interdiction Maneuvers II;Morphite;3;1
Skirmish Warfare Link - Interdiction Maneuvers II;Nanomechanical Microprocessor;8;1
Skirmish Warfare Link - Interdiction Maneuvers II;Nanotransistors;22;1
Skirmish Warfare Link - Interdiction Maneuvers II;Nocxium;55;1
Skirmish Warfare Link - Interdiction Maneuvers II;R.A.M.- Electronics;1;0.5
Skirmish Warfare Link - Interdiction Maneuvers II;Skirmish Warfare Link - Interdiction Maneuvers I;1;1
Skirmish Warfare Link - Interdiction Maneuvers II;Transmitter;8;1
Skirmish Warfare Link - Interdiction Maneuvers II;Tritanium;939;1
Skirmish Warfare Link - Rapid Deployment I;Hypersynaptic Fibers;10;1
Skirmish Warfare Link - Rapid Deployment I;Isogen;100;1
Skirmish Warfare Link - Rapid Deployment I;Megacyte;10;1
Skirmish Warfare Link - Rapid Deployment I;Nanotransistors;20;1
Skirmish Warfare Link - Rapid Deployment I;Nocxium;50;1
Skirmish Warfare Link - Rapid Deployment I;Tritanium;854;1
Skirmish Warfare Link - Rapid Deployment II;Hypersynaptic Fibers;11;1
Skirmish Warfare Link - Rapid Deployment II;Isogen;110;1
Skirmish Warfare Link - Rapid Deployment II;Megacyte;11;1
Skirmish Warfare Link - Rapid Deployment II;Morphite;3;1
Skirmish Warfare Link - Rapid Deployment II;Nanomechanical Microprocessor;8;1
Skirmish Warfare Link - Rapid Deployment II;Nanotransistors;22;1
Skirmish Warfare Link - Rapid Deployment II;Nocxium;55;1
Skirmish Warfare Link - Rapid Deployment II;R.A.M.- Electronics;1;0.5
Skirmish Warfare Link - Rapid Deployment II;Skirmish Warfare Link - Rapid Deployment I;1;1
Skirmish Warfare Link - Rapid Deployment II;Transmitter;8;1
Skirmish Warfare Link - Rapid Deployment II;Tritanium;939;1
Slasher;Isogen;10;1
Slasher;Megacyte;1;1
Slasher;Mexallon;218;1
Slasher;Pyerite;918;1
Slasher;Tritanium;1854;1
Sleeper Data Analyzer I;Isogen;4;1
Sleeper Data Analyzer I;Megacyte;2;1
Sleeper Data Analyzer I;Mexallon;423;1
Sleeper Data Analyzer I;Pyerite;165;1
Sleeper Data Analyzer I;Tritanium;756;1
Sleipnir;Construction Blocks;200;1
Sleipnir;Cyclone;1;1
Sleipnir;Deflection Shield Emitter;380;1
Sleipnir;Electrolytic Capacitor Unit;650;1
Sleipnir;Fernite Carbide Composite Armor Plate;7500;1
Sleipnir;Isogen;28977;1
Sleipnir;Ladar Sensor Cluster;300;1
Sleipnir;Megacyte;684;1
Sleipnir;Mexallon;97844;1
Sleipnir;Morphite;200;1
Sleipnir;Nanomechanical Microprocessor;1200;1
Sleipnir;Nuclear Reactor Unit;40;1
Sleipnir;Plasma Thruster;80;1
Sleipnir;Pyerite;405001;1
Sleipnir;R.A.M.- Starship Tech;15;0.95
Sleipnir;Tritanium;1623468;1
Sleipnir;Zydrine;1743;1
'Slither' Heavy Electron Blaster I;Collision Measurements;2;1
'Slither' Heavy Electron Blaster I;Current Amplifier;3;1
